uint8,89.562764,2,84
uint8,90.221410,13,87
uint8,89.319065,39,86
uint8,89.037555,2,81
uint8,89.610420,5,80
uint8,88.454847,2,83
uint8,88.424326,1,82
uint8,89.298337,2,93
uint8,88.904951,3,92
uint8,89.238441,13,95
uint8,89.874587,7,94
uint8,88.953544,1,89
uint8,88.981514,2,88
uint8,88.462606,1,91
uint8,88.509169,0,90
uint8,90.571254,2,69
uint8,89.466253,26,68
uint8,88.645836,1,71
uint8,89.049691,1,70
uint8,89.573649,5,65
uint8,89.279065,4,64
uint8,88.491929,2,67
uint8,89.154586,3,66
uint8,88.457138,1,77
uint8,88.467450,0,76
uint8,90.241253,6,79
uint8,89.156878,1,78
uint8,89.002138,1,73
uint8,90.219743,3,72
uint8,77.428173,2,75
uint8,38.211742,6,74
uint16,38.736274,10,84
uint16,70.989471,8,87
uint16,92.499900,12,86
uint16,92.080526,16,81
uint16,91.318494,10,80
uint16,91.207400,17,83
uint16,91.557140,11,82
uint16,91.893807,4,93
uint16,92.363547,9,92
uint16,91.331254,6,95
uint16,91.832296,9,94
uint16,91.319483,10,89
uint16,91.540004,8,88
uint16,91.283703,5,91
uint16,90.731358,15,90
uint16,91.886203,31,69
uint16,91.844015,2,68
uint16,92.298755,17,71
uint16,92.122348,20,70
uint16,91.651619,12,65
uint16,92.085682,5,64
uint16,92.202401,18,67
uint16,92.000422,17,66
uint16,92.061516,2,77
uint16,92.420058,13,76
uint16,91.626202,17,79
uint16,92.065682,11,78
uint16,92.290109,17,73
uint16,92.105317,9,72
uint16,92.346672,17,75
uint16,92.211776,7,74
uint32,96.924122,32860,84
uint32,95.839799,35068,87
uint32,96.111102,34339,86
uint32,96.363653,31856,81
uint32,95.937559,30028,80
uint32,96.941830,32117,83
uint32,67.722177,31415,82
uint32,40.739713,39366,93
uint32,42.022369,38891,92
uint32,95.548184,41715,95
uint32,95.777716,34095,94
uint32,96.207872,36614,89
uint32,95.254173,35415,88
uint32,96.284747,37729,91
uint32,95.885997,37349,90
uint32,96.500476,18782,69
uint32,96.337456,20373,68
uint32,96.100059,24125,71
uint32,95.334746,23511,70
uint32,95.661466,20533,65
uint32,95.820840,19692,64
uint32,95.745111,21856,67
uint32,95.546622,21151,66
uint32,95.182507,28006,77
uint32,95.238548,27327,76
uint32,95.301518,29318,79
uint32,95.414174,28660,78
uint32,95.677820,26564,73
uint32,95.698445,24749,72
uint32,96.134539,27073,75
uint32,96.190580,26337,74
uint64,129.276851,20908,84
uint64,129.022215,22552,87
uint64,129.383987,21997,86
uint64,129.319715,19332,81
uint64,129.454559,18720,80
uint64,129.260653,20375,83
uint64,129.333726,19849,82
uint64,129.287164,24697,93
uint64,129.247424,24118,92
uint64,129.149403,25875,95
uint64,129.274195,25281,94
uint64,129.360444,23686,89
uint64,129.395757,23116,88
uint64,129.300653,23548,91
uint64,129.279663,24265,90
uint64,129.344663,13605,69
uint64,129.141486,12467,68
uint64,129.228414,15310,71
uint64,129.279299,14856,70
uint64,129.181799,12697,65
uint64,129.447841,12286,64
uint64,129.035965,13539,67
uint64,129.320862,13114,66
uint64,129.307424,17236,77
uint64,129.318413,16755,76
uint64,129.324976,18217,79
uint64,129.342997,17723,78
uint64,129.094924,16242,73
uint64,129.343258,15824,72
uint64,129.257268,16285,75
uint64,129.294455,15819,74
float,42.281745,217.702,100.841
float,42.271329,217.838,100.909
float,42.582630,216.302,100.141
float,42.507787,214.506,99.2432
float,42.371485,214.102,99.0411
float,42.624610,215.461,99.7206
float,42.371381,217.333,100.657
float,42.219245,217.998,100.989
float,42.601381,216.843,100.412
float,42.508255,214.931,99.456
float,42.351016,214.019,99
float,18.566782,214.946,99.4634
float,18.049334,216.859,100.42
float,17.896677,218,100.991
float,17.927198,217.32,100.65
float,18.069022,215.444,99.7121
float,26.435902,214.097,99.0386
float,42.482578,214.517,99.249
float,42.646068,216.32,100.15
float,42.523829,217.845,100.913
float,42.258099,217.692,100.837
float,42.646068,216.003,99.9911
float,42.465964,214.327,99.1538
float,42.378047,214.208,99.0944
float,42.641849,215.755,99.8676
float,42.221276,217.544,100.763
float,42.297317,217.932,100.956
float,42.603360,216.561,100.271
float,42.504662,214.692,99.3364
float,42.331433,214.043,99.012
float,42.484401,215.211,99.596
double,104.860951,217.702,100.841
double,104.834909,217.838,100.909
double,107.492411,216.302,100.141
double,116.442103,214.506,99.2432
double,115.262988,214.102,99.0411
double,116.823302,215.461,99.7206
double,106.283868,217.333,100.657
double,104.843191,217.998,100.989
double,107.497359,216.843,100.412
double,116.569552,214.931,99.456
double,115.204915,214.019,99
double,116.403562,214.946,99.4634
double,107.642203,216.86,100.42
double,104.911263,218,100.991
double,106.521264,217.32,100.65
double,116.827781,215.444,99.7121
double,115.282936,214.097,99.0386
double,116.727938,214.517,99.249
double,107.495223,216.319,100.15
double,104.892305,217.845,100.913
double,104.870326,217.692,100.837
double,116.558718,216.003,99.9911
double,116.429187,214.327,99.1538
double,115.452937,214.208,99.0944
double,115.405853,215.755,99.8676
double,104.801524,217.544,100.763
double,104.665794,217.932,100.956
double,107.456630,216.561,100.271
double,116.461687,214.692,99.3364
double,115.275906,214.043,99.012
double,116.402260,215.211,99.596
