uint8,315.861668,2,84
uint8,329.457375,13,87
uint8,336.894164,39,86
uint8,308.191134,2,81
uint8,350.012734,5,80
uint8,310.713746,2,83
uint8,311.888281,1,82
uint8,314.115264,2,93
uint8,305.680457,3,92
uint8,274.267785,13,95
uint8,241.573286,7,94
uint8,307.248430,1,89
uint8,308.039528,2,88
uint8,326.649100,1,91
uint8,221.969132,0,90
uint8,340.837154,2,69
uint8,343.828516,26,68
uint8,308.423751,1,71
uint8,334.172143,1,70
uint8,316.178562,5,65
uint8,287.332561,4,64
uint8,187.871249,2,67
uint8,325.053585,3,66
uint8,286.756834,1,77
uint8,223.228776,0,76
uint8,324.821920,6,79
uint8,309.204543,1,78
uint8,319.949410,1,73
uint8,335.108664,3,72
uint8,296.902643,2,75
uint8,344.450822,6,74
uint16,368.679108,10,84
uint16,159.271400,8,87
uint16,315.396750,12,86
uint16,373.062297,16,81
uint16,375.237774,10,80
uint16,368.223539,17,83
uint16,369.687137,11,82
uint16,365.395776,4,93
uint16,372.142613,9,92
uint16,363.599628,6,95
uint16,365.327237,9,94
uint16,166.288607,10,89
uint16,155.464989,8,88
uint16,154.082591,5,91
uint16,291.064883,15,90
uint16,371.776891,31,69
uint16,369.122615,2,68
uint16,378.640608,17,71
uint16,372.101426,20,70
uint16,374.411695,12,65
uint16,373.092578,5,64
uint16,374.530290,18,67
uint16,375.404618,17,66
uint16,156.539373,2,77
uint16,291.669424,13,76
uint16,361.003493,17,79
uint16,373.985973,11,78
uint16,375.684674,17,73
uint16,373.617641,9,72
uint16,378.480570,17,75
uint16,375.357490,7,74
uint32,412.163048,32860,84
uint32,394.732903,35068,87
uint32,191.241021,34339,86
uint32,180.758862,31856,81
uint32,310.814115,30028,80
uint32,420.040049,32117,83
uint32,442.484429,31415,82
uint32,443.467140,39366,93
uint32,442.576984,38891,92
uint32,427.474085,41715,95
uint32,441.736464,34095,94
uint32,426.965285,36614,89
uint32,188.396020,35415,88
uint32,189.403211,37729,91
uint32,187.587010,37349,90
uint32,409.802436,18782,69
uint32,442.644285,20373,68
uint32,442.993456,24125,71
uint32,433.150621,23511,70
uint32,436.679903,20533,65
uint32,425.581753,19692,64
uint32,432.905365,21856,67
uint32,329.855848,21151,66
uint32,171.651872,28006,77
uint32,184.348726,27327,76
uint32,185.690605,29318,79
uint32,174.191151,28660,78
uint32,273.531235,26564,73
uint32,440.500285,24749,72
uint32,437.069030,27073,75
uint32,444.299570,26337,74
uint64,1577.060204,20908,84
uint64,1431.222573,22552,87
uint64,1600.095667,21997,86
uint64,1053.316413,19332,81
uint64,1495.078044,18720,80
uint64,1526.314081,20375,83
uint64,1471.370367,19849,82
uint64,1600.906288,24697,93
uint64,988.697876,24118,92
uint64,1664.406745,25875,95
uint64,1647.392350,25281,94
uint64,1546.372372,23686,89
uint64,1558.610131,23116,88
uint64,1196.591604,23548,91
uint64,1317.978756,24265,90
uint64,1600.831805,13605,69
uint64,1462.349168,12467,68
uint64,1590.723015,15310,71
uint64,1325.698788,14856,70
uint64,1594.947490,12697,65
uint64,1456.061669,12286,64
uint64,1599.701292,13539,67
uint64,1598.637247,13114,66
uint64,1500.700958,17236,77
uint64,1577.456029,16755,76
uint64,918.860801,18217,79
uint64,1493.630203,17723,78
uint64,1478.339709,16242,73
uint64,888.231941,15824,72
uint64,1552.348691,16285,75
uint64,1437.016773,15819,74
float,22.885273,217.702,100.841
float,22.991262,217.838,100.909
float,22.849075,216.302,100.141
float,22.822564,214.506,99.2432
float,22.878345,214.102,99.0411
float,23.023450,215.461,99.7206
float,22.957408,217.333,100.657
float,22.707564,217.998,100.989
float,48.382896,216.843,100.412
float,54.152026,214.931,99.456
float,54.266975,214.019,99
float,54.182599,214.946,99.4634
float,54.150308,216.859,100.42
float,53.637442,218,100.991
float,54.254527,217.32,100.65
float,54.586820,215.444,99.7121
float,53.993746,214.097,99.0386
float,55.182602,214.517,99.249
float,53.795724,216.32,100.15
float,53.669473,217.845,100.913
float,54.646976,217.692,100.837
float,54.504788,216.003,99.9911
float,54.455673,214.327,99.1538
float,54.008172,214.208,99.0944
float,54.563435,215.755,99.8676
float,53.971141,217.544,100.763
float,53.144316,217.932,100.956
float,54.352444,216.561,100.271
float,54.800726,214.692,99.3364
float,54.298694,214.043,99.012
float,54.060776,215.211,99.596
double,112.978443,217.702,100.841
double,112.958286,217.838,100.909
double,115.634804,216.302,100.141
double,124.292173,214.506,99.2432
double,122.525397,214.102,99.0411
double,125.812593,215.461,99.7206
double,114.424228,217.333,100.657
double,112.909901,217.998,100.989
double,116.231005,216.843,100.412
double,124.260975,214.931,99.456
double,122.400501,214.019,99
double,124.174777,214.946,99.4634
double,116.252568,216.86,100.42
double,112.827036,218,100.991
double,113.985269,217.32,100.65
double,125.861240,215.444,99.7121
double,122.356074,214.097,99.0386
double,124.390143,214.517,99.249
double,116.545381,216.319,100.15
double,112.997247,217.845,100.913
double,112.922819,217.692,100.837
double,125.353531,216.003,99.9911
double,124.278424,214.327,99.1538
double,122.572899,214.208,99.0944
double,124.890301,215.755,99.8676
double,112.920580,217.544,100.763
double,113.108863,217.932,100.956
double,116.191787,216.561,100.271
double,124.485770,214.692,99.3364
double,122.388367,214.043,99.012
double,124.346394,215.211,99.596
