uint8,321.554547,2,84
uint8,338.560234,13,87
uint8,343.671070,39,86
uint8,315.658451,2,81
uint8,356.757067,5,80
uint8,316.722723,2,83
uint8,317.736525,1,82
uint8,319.422620,2,93
uint8,312.219751,3,92
uint8,326.867624,13,95
uint8,343.599873,7,94
uint8,315.330378,1,89
uint8,312.865169,2,88
uint8,331.889658,1,91
uint8,230.708145,0,90
uint8,346.622478,2,69
uint8,349.254928,26,68
uint8,315.289702,1,71
uint8,340.475288,1,70
uint8,322.008924,5,65
uint8,327.668615,4,64
uint8,303.089071,2,67
uint8,332.678669,3,66
uint8,283.610726,1,77
uint8,231.258406,0,76
uint8,331.897836,6,79
uint8,317.950797,1,78
uint8,327.357677,1,73
uint8,204.442558,3,72
uint8,304.287457,2,75
uint8,348.976074,6,74
uint16,388.763804,10,84
uint16,396.677923,8,87
uint16,392.453963,12,86
uint16,393.244641,16,81
uint16,394.546204,10,80
uint16,386.778022,17,83
uint16,388.936617,11,82
uint16,384.210782,4,93
uint16,392.056932,9,92
uint16,382.138489,6,95
uint16,384.832813,9,94
uint16,386.058179,10,89
uint16,385.255731,8,88
uint16,383.148125,5,91
uint16,373.512859,15,90
uint16,389.501150,31,69
uint16,385.666773,2,68
uint16,398.256155,17,71
uint16,392.140162,20,70
uint16,392.455891,12,65
uint16,390.667973,5,64
uint16,393.469173,18,67
uint16,394.910060,17,66
uint16,235.894504,2,77
uint16,388.199223,13,76
uint16,377.714061,17,79
uint16,392.000579,11,78
uint16,395.279904,17,73
uint16,392.516881,9,72
uint16,399.142719,17,75
uint16,394.329903,7,74
uint32,416.284812,32860,84
uint32,446.257068,35068,87
uint32,457.191605,34339,86
uint32,432.641748,31856,81
uint32,448.773112,30028,80
uint32,425.391536,32117,83
uint32,446.394048,31415,82
uint32,310.352722,39366,93
uint32,446.166755,38891,92
uint32,433.541020,41715,95
uint32,444.840609,34095,94
uint32,450.444780,36614,89
uint32,450.498790,35415,88
uint32,452.255927,37729,91
uint32,447.103892,37349,90
uint32,452.160041,18782,69
uint32,310.218922,20373,68
uint32,447.615196,24125,71
uint32,438.406857,23511,70
uint32,443.123370,20533,65
uint32,431.039196,19692,64
uint32,438.071180,21856,67
uint32,445.753528,21151,66
uint32,411.883665,28006,77
uint32,439.744254,27327,76
uint32,441.874984,29318,79
uint32,416.672575,28660,78
uint32,428.474196,26564,73
uint32,444.837590,24749,72
uint32,438.732327,27073,75
uint32,450.712438,26337,74
uint64,1544.755598,20908,84
uint64,1432.484756,22552,87
uint64,1557.604775,21997,86
uint64,1583.926873,19332,81
uint64,1336.013872,18720,80
uint64,1522.837467,20375,83
uint64,1455.887795,19849,82
uint64,1582.937816,24697,93
uint64,1396.369847,24118,92
uint64,1635.886754,25875,95
uint64,1630.364460,25281,94
uint64,1523.764505,23686,89
uint64,1539.387329,23116,88
uint64,1458.307544,23548,91
uint64,1458.669264,24265,90
uint64,1589.336995,13605,69
uint64,1572.483498,12467,68
uint64,1433.913472,15310,71
uint64,1589.562780,14856,70
uint64,1580.296162,12697,65
uint64,1586.097573,12286,64
uint64,1575.964183,13539,67
uint64,1429.982173,13114,66
uint64,1487.736113,17236,77
uint64,1436.913533,16755,76
uint64,1461.930007,18217,79
uint64,1517.330613,17723,78
uint64,1449.308700,16242,73
uint64,1565.612622,15824,72
uint64,1524.021297,16285,75
uint64,1571.366951,15819,74
float,53.285656,217.702,100.841
float,53.755604,217.838,100.909
float,53.381021,216.302,100.141
float,53.504197,214.506,99.2432
float,53.555187,214.102,99.0411
float,53.970656,215.461,99.7206
float,53.532479,217.333,100.657
float,53.370552,217.998,100.989
float,53.604927,216.843,100.412
float,53.658208,214.931,99.456
float,53.494927,214.019,99
float,53.651020,214.946,99.4634
float,53.606802,216.859,100.42
float,53.021645,218,100.991
float,53.672114,217.32,100.65
float,53.906645,215.444,99.7121
float,53.659511,214.097,99.0386
float,54.588573,214.517,99.249
float,53.240396,216.32,100.15
float,53.100969,217.845,100.913
float,54.088573,217.692,100.837
float,54.092219,216.003,99.9911
float,54.069979,214.327,99.1538
float,53.486489,214.208,99.0944
float,54.140501,215.755,99.8676
float,53.295864,217.544,100.763
float,52.559353,217.932,100.956
float,53.689979,216.561,100.271
float,54.316802,214.692,99.3364
float,53.490395,214.043,99.012
float,53.605031,215.211,99.596
double,111.152668,217.702,100.841
double,111.486471,217.838,100.909
double,114.053035,216.302,100.141
double,122.941633,214.506,99.2432
double,120.696008,214.102,99.0411
double,124.264395,215.461,99.7206
double,112.762097,217.333,100.657
double,111.417096,217.998,100.989
double,114.716160,216.843,100.412
double,122.918196,214.931,99.456
double,120.599445,214.019,99
double,122.912832,214.946,99.4634
double,114.656317,216.86,100.42
double,56.458835,218,100.991
double,47.779820,217.32,100.65
double,105.755947,215.444,99.7121
double,120.711424,214.097,99.0386
double,122.997779,214.517,99.249
double,114.236264,216.319,100.15
double,111.167252,217.845,100.913
double,111.159439,217.692,100.837
double,123.622572,216.003,99.9911
double,122.847623,214.327,99.1538
double,121.065018,214.208,99.0944
double,123.124967,215.755,99.8676
double,111.411471,217.544,100.763
double,111.086159,217.932,100.956
double,114.530847,216.561,100.271
double,122.902155,214.692,99.3364
double,120.603300,214.043,99.012
double,122.733300,215.211,99.596
