u64,1,0.000885,0
f64,1,0.002812,0.000000
f32,1,0.001615,0.000000
u64,2,0.001406,18
f64,2,0.005260,7.000000
f32,2,0.002916,7.000000
u64,3,0.002448,506
f64,3,0.010156,14.140000
f32,3,0.005364,14.140000
u64,4,0.004635,14995
f64,4,0.019948,21.314836
f32,4,0.010521,21.314837
u64,5,0.009010,483187
f64,5,0.039688,28.505046
f32,5,0.020625,28.505047
u64,6,0.017656,16714756
f64,6,0.079010,35.703861
f32,6,0.040938,35.703861
u64,7,0.035001,614362678
f64,7,0.157500,42.908162
f32,7,0.081563,42.908161
u64,8,0.069687,23808175181
f64,8,0.315053,50.116264
f32,8,0.162709,50.116264
u64,9,0.139323,966941159760
f64,9,0.637137,57.327151
f32,9,0.325209,57.327152
u64,10,0.277710,40961223975336
f64,10,1.279170,64.540167
f32,10,0.656929,64.540169
u64,11,0.563283,1802829936545737
f64,11,2.550477,71.754864
f32,11,1.320160,71.754868
u64,12,0.479793,82175436211654363
f64,12,2.169329,78.970920
f32,12,1.120055,78.970917
u64,13,0.957972,3868570791108910151
f64,13,4.352982,86.188098
f32,13,2.239434,86.188095
u64,14,1.914901,613483828227911068
f64,14,8.704557,93.406219
f32,14,10.599510,93.406219
u64,15,9.077266,9432154597368820365
f64,15,41.110691,100.625142
f32,15,21.219229,100.625145
u64,16,18.153022,16031334174661919652
f64,16,82.230759,107.844755
f32,16,42.464912,107.844757
u64,17,36.320573,1640667175569961655
f64,17,164.521361,115.064971
f32,17,84.929985,115.064972
u64,18,72.673126,196794797035916328
f64,18,139.293787,122.285716
f32,18,71.929321,122.285713
u64,19,61.535750,689145014992841861
f64,19,278.594710,129.506928
f32,19,143.863693,129.506927
